Offense,family_violence,occurred_date,location_type,Zip,Latitude,Longitude
CRIMINAL MISCHIEF,N,2021-04-30,RESIDENCE / HOME,78751,30.31079199,-97.72305215
BURGLARY OF VEHICLE,N,2020-06-22,PARKING /DROP LOT/ GARAGE,78731,30.32104847,-97.77354003
CRIMINAL MISCHIEF,N,2021-06-10,RESIDENCE / HOME,78702,30.25726906,-97.73083865
BURGLARY OF VEHICLE,N,2020-06-06,OTHER / UNKNOWN,78723,30.28936106,-97.69430354
CRIMINAL MISCHIEF,N,2021-05-11,HOTEL / MOTEL / ETC.,78744,30.21201188,-97.75215373
THEFT,N,2020-07-14,PARKING /DROP LOT/ GARAGE,78745,30.20973654,-97.75661927
BURGLARY OF VEHICLE,N,2021-03-17,PARKING /DROP LOT/ GARAGE,78748,30.17368492,-97.8063974
THEFT,N,2021-08-24,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78702,30.26577748,-97.73403439
CRIMINAL MISCHIEF,N,2021-12-01,PARKING /DROP LOT/ GARAGE,78753,30.40615119,-97.64138694
CRIMINAL MISCHIEF,N,2020-09-29,RESIDENCE / HOME,78731,30.36157417,-97.7858136
BURGLARY OF VEHICLE,N,2020-01-28,COMMERCIAL / OFFICE BUILDING,78752,30.32368736,-97.7049619
BURGLARY OF VEHICLE,N,2019-10-26,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78758,30.41848708,-97.70294182
BURGLARY OF VEHICLE,N,2019-06-28,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78721,30.27354339,-97.68575575
FAMILY DISTURBANCE,N,2021-11-08,RESIDENCE / HOME,78752,30.32959622,-97.68084089
FAMILY DISTURBANCE,N,2020-08-28,RESIDENCE / HOME,78758,30.40416494,-97.71297857
FAMILY DISTURBANCE,N,2019-07-21,RESIDENCE / HOME,78753,30.36685695,-97.69196411
BURGLARY OF VEHICLE,N,2019-08-08,RESIDENCE / HOME,78757,30.34287059,-97.71959978
CRIMINAL MISCHIEF,N,2020-03-07,RESIDENCE / HOME,78729,30.45867307,-97.78878948
CRIMINAL MISCHIEF,N,2020-12-07,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78745,30.21901038,-97.80713393
CRIMINAL MISCHIEF,N,2019-07-15,RESTAURANT,78751,30.30440277,-97.71562712
THEFT,N,2019-10-30,OTHER / UNKNOWN,78759,30.41296498,-97.74476741
BURGLARY OF VEHICLE,N,2020-09-18,PARK / PLAYGROUND,78758,30.3984947,-97.67984008
BURGLARY OF VEHICLE,N,2021-01-12,PARKING /DROP LOT/ GARAGE,78758,30.38998936,-97.71849699
FAMILY DISTURBANCE,N,2019-05-10,RESIDENCE / HOME,78744,30.16358776,-97.77878034
BURGLARY OF VEHICLE,N,2019-07-18,COMMERCIAL / OFFICE BUILDING,78744,30.1683339,-97.78259876
FAMILY DISTURBANCE,N,2020-06-19,RESIDENCE / HOME,78741,30.22863461,-97.70615193
BURGLARY OF VEHICLE,N,2019-08-13,RESIDENCE / HOME,78750,30.37665326,-97.78119959
FAMILY DISTURBANCE,N,2020-02-16,HOTEL / MOTEL / ETC.,78729,30.43815984,-97.77599358
THEFT,N,2021-10-10,PARK / PLAYGROUND,78746,30.26854396,-97.76744813
BURGLARY OF VEHICLE,N,2020-06-09,OTHER / UNKNOWN,78701,30.27794956,-97.74812807
THEFT,N,2019-11-07,RESIDENCE / HOME,78660,30.43379835,-97.66866996
FAMILY DISTURBANCE,N,2020-09-21,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.25821892,-97.73983926
FAMILY DISTURBANCE,N,2021-08-02,RESIDENCE / HOME,78747,30.15799204,-97.73714834
BURGLARY OF VEHICLE,N,2019-02-16,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78702,30.25982619,-97.72336866
THEFT,N,2020-12-14,OTHER / UNKNOWN,78705,30.28889126,-97.72347328
FAMILY DISTURBANCE,N,2020-04-01,RESIDENCE / HOME,78730,30.37507888,-97.85192904
FAMILY DISTURBANCE,N,2019-10-16,RESIDENCE / HOME,78741,30.2316152,-97.73645832
FAMILY DISTURBANCE,N,2021-07-02,CONSTRUCTION SITE,78741,30.22842038,-97.70992361
BURGLARY OF VEHICLE,N,2020-07-06,PARKING /DROP LOT/ GARAGE,78747,30.14579898,-97.79066159
BURGLARY OF VEHICLE,N,2019-03-02,PARKING /DROP LOT/ GARAGE,78704,30.26386181,-97.76327626
THEFT,N,2020-11-23,COMMERCIAL / OFFICE BUILDING,78748,30.17577887,-97.80491502
CRIMINAL MISCHIEF,N,2019-03-21,DEPARTMENT / DISCOUNT STORE,78745,30.23152209,-97.79312082
BURGLARY OF VEHICLE,N,2020-01-31,PARKING /DROP LOT/ GARAGE,78751,30.318601,-97.72457499
BURGLARY OF VEHICLE,N,2019-11-30,RESIDENCE / HOME,78745,30.20981961,-97.78634187
THEFT,N,2021-03-01,COMMERCIAL / OFFICE BUILDING,78725,30.27772015,-97.66647261
THEFT,N,2020-09-07,RESIDENCE / HOME,78724,30.28227927,-97.64798519
THEFT,N,2020-04-10,COMMERCIAL / OFFICE BUILDING,78753,30.36902929,-97.67715855
FAMILY DISTURBANCE,N,2020-05-20,RESIDENCE / HOME,78753,30.34672426,-97.70012612
BURGLARY OF VEHICLE,N,2020-11-12,PARKING /DROP LOT/ GARAGE,78752,30.34036342,-97.70364824
THEFT,N,2020-02-10,COMMERCIAL / OFFICE BUILDING,78756,30.30980124,-97.74023127
THEFT,N,2019-09-25,RESIDENCE / HOME,78723,30.3060469,-97.67961797
BURGLARY OF VEHICLE,N,2019-05-28,PARKING /DROP LOT/ GARAGE,78741,30.23985929,-97.72069951
BURGLARY OF VEHICLE,N,2020-05-18,RESIDENCE / HOME,78752,30.33069202,-97.6859535
THEFT,N,2019-10-04,PARK / PLAYGROUND,78746,30.26776379,-97.76790612
BURGLARY OF VEHICLE,N,2019-09-23,RESIDENCE / HOME,78741,30.23178857,-97.71888757
BURGLARY OF VEHICLE,N,2020-02-23,RESIDENCE / HOME,78752,30.3326754,-97.69638134
CRIMINAL MISCHIEF,N,2019-08-30,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26735144,-97.73909331
FAMILY DISTURBANCE,N,2021-12-29,RESIDENCE / HOME,78748,30.1625575,-97.82879596
CRIMINAL MISCHIEF,N,2020-09-03,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78704,30.26371681,-97.75742498
FAMILY DISTURBANCE,N,2019-07-29,RESIDENCE / HOME,78759,30.36620826,-97.74364038
BURGLARY OF VEHICLE,N,2020-09-12,RESIDENCE / HOME,78703,30.28029499,-97.75806952
FAMILY DISTURBANCE,N,2019-08-08,RESIDENCE / HOME,78727,30.43063212,-97.696745
FAMILY DISTURBANCE,N,2020-09-12,RESIDENCE / HOME,78753,30.40890225,-97.66538527
THEFT,N,2020-08-01,RESIDENCE / HOME,78705,30.2936896,-97.745396
FAMILY DISTURBANCE,N,2019-05-07,RESIDENCE / HOME,78748,30.18565539,-97.81693346
CRIMINAL MISCHIEF,N,2019-09-24,RESIDENCE / HOME,78723,30.30354383,-97.66516625
BURGLARY OF VEHICLE,N,2020-08-15,RESIDENCE / HOME,78727,30.42718788,-97.73269966
FAMILY DISTURBANCE,N,2019-08-22,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78752,30.33538505,-97.71775745
FAMILY DISTURBANCE,N,2020-06-20,RESIDENCE / HOME,78759,30.39830237,-97.77298012
FAMILY DISTURBANCE,N,2020-07-15,RESIDENCE / HOME,78724,30.30161114,-97.65044897
FAMILY DISTURBANCE,N,2019-12-30,GROCERY / SUPERMARKET,78704,30.23282018,-97.7924247
THEFT,N,2021-07-25,RESIDENCE / HOME,78704,30.23781689,-97.7414673
BURGLARY OF VEHICLE,N,2019-11-06,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26002272,-97.73750966
CRIMINAL MISCHIEF,N,2021-06-10,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78702,30.27564695,-97.71976263
THEFT,N,2019-06-28,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78752,30.32784674,-97.68908479
BURGLARY OF VEHICLE,N,2019-07-13,PARKING /DROP LOT/ GARAGE,78759,30.41596983,-97.7462036
THEFT,N,2020-12-22,RESIDENCE / HOME,78724,30.278201,-97.6264422
THEFT,N,2021-07-19,GROCERY / SUPERMARKET,78741,30.23581695,-97.72262067
CRIMINAL MISCHIEF,N,2021-02-13,PARKING /DROP LOT/ GARAGE,78722,30.28946836,-97.70783014
FAMILY DISTURBANCE,N,2021-10-03,RESIDENCE / HOME,78758,30.37796525,-97.69688757
BURGLARY OF VEHICLE,N,2019-05-18,PARKING /DROP LOT/ GARAGE,78744,30.17938079,-97.77579237
CRIMINAL MISCHIEF,N,2019-04-11,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78702,30.26461856,-97.71547647
CRIMINAL MISCHIEF,N,2020-08-11,RESIDENCE / HOME,78758,30.35850633,-97.6999662
FAMILY DISTURBANCE,N,2020-08-20,RESIDENCE / HOME,78741,30.22563082,-97.70573006
FAMILY DISTURBANCE,N,2021-08-10,RESIDENCE / HOME,78747,30.14526552,-97.79302049
THEFT,N,2019-02-11,OTHER / UNKNOWN,78757,30.35458544,-97.73643947
CRIMINAL MISCHIEF,N,2020-10-08,RENTAL STORAGE FACILITY,78735,30.23351611,-97.80758751
CRIMINAL MISCHIEF,N,2020-07-11,RESIDENCE / HOME,78617,30.17676869,-97.6282421
CRIMINAL MISCHIEF,N,2020-11-05,RESIDENCE / HOME,78748,30.15594157,-97.83378104
THEFT,N,2019-08-19,RESIDENCE / HOME,78702,30.27508826,-97.71287618
CRIMINAL MISCHIEF,N,2021-04-04,RESIDENCE / HOME,78721,30.28098932,-97.67900756
THEFT,N,2019-10-16,GROCERY / SUPERMARKET,78745,30.1980552,-97.78627207
BURGLARY OF VEHICLE,N,2019-05-04,AUTO DEALERSHIP NEW / USED,78753,30.41890776,-97.67371178
BURGLARY OF VEHICLE,N,2019-01-09,OTHER / UNKNOWN,78705,30.2978025,-97.73498484
BURGLARY OF VEHICLE,N,2019-10-31,RESIDENCE / HOME,78753,30.40057166,-97.65286696
BURGLARY OF VEHICLE,N,2020-07-31,PARKING /DROP LOT/ GARAGE,78751,30.30743627,-97.72371348
THEFT,N,2021-02-28,RESIDENCE / HOME,78741,30.22706771,-97.72624606
THEFT,N,2019-03-14,GROCERY / SUPERMARKET,78749,30.21577256,-97.82978492
BURGLARY OF VEHICLE,N,2021-09-04,RESIDENCE / HOME,78758,30.39665644,-97.72323395
BURGLARY OF VEHICLE,N,2019-06-11,RESIDENCE / HOME,78721,30.26801119,-97.69009313
THEFT,N,2020-05-03,DEPARTMENT / DISCOUNT STORE,78745,30.20820562,-97.78346172
THEFT,N,2020-02-04,COMMERCIAL / OFFICE BUILDING,78729,30.46132722,-97.79282129
BURGLARY OF VEHICLE,N,2021-05-28,RESIDENCE / HOME,78702,30.25490913,-97.71275219
CRIMINAL MISCHIEF,N,2020-11-07,RESIDENCE / HOME,78753,30.36805593,-97.68368765
BURGLARY OF VEHICLE,N,2019-06-15,COMMERCIAL / OFFICE BUILDING,78722,30.2941989,-97.71697195
THEFT,N,2019-02-21,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,78705,30.29609745,-97.74192112
FAMILY DISTURBANCE,N,2019-11-25,RESIDENCE / HOME,78751,30.32137824,-97.71900897
BURGLARY OF VEHICLE,N,2020-09-03,PARKING /DROP LOT/ GARAGE,78704,30.23897096,-97.78957046
BURGLARY OF VEHICLE,N,2020-03-17,RESIDENCE / HOME,78759,30.38016234,-97.74235521
THEFT,N,2019-04-21,SERVICE/ GAS STATION,78758,30.38613204,-97.69505902
THEFT,N,2021-01-01,PARKING /DROP LOT/ GARAGE,78744,30.20809475,-97.75526029
THEFT,N,2019-05-27,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26735144,-97.73909331
CRIMINAL MISCHIEF,N,2020-04-21,CONVENIENCE STORE,78753,30.36582905,-97.69453919
FAMILY DISTURBANCE,N,2020-07-07,RESIDENCE / HOME,78721,30.27877743,-97.67195099
FAMILY DISTURBANCE,N,2021-02-04,RESIDENCE / HOME,78750,30.45693591,-97.81548691
FAMILY DISTURBANCE,N,2021-07-14,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78758,30.35077368,-97.71332853
THEFT,N,2020-11-19,SPECIALTY  STORE,78744,30.18759354,-97.76399741
BURGLARY OF VEHICLE,N,2020-09-14,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78703,30.27277946,-97.7647024
THEFT,N,2019-07-09,OTHER / UNKNOWN,78759,30.38417754,-97.74574641
CRIMINAL MISCHIEF,N,2021-06-12,COMMERCIAL / OFFICE BUILDING,78745,30.22278711,-97.76539848
CRIMINAL MISCHIEF,N,2021-06-04,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78704,30.26301397,-97.75776056
FAMILY DISTURBANCE,N,2021-10-24,OTHER / UNKNOWN,78753,30.40526665,-97.67189551
CRIMINAL MISCHIEF,N,2021-07-15,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78704,30.23035998,-97.78805844
CRIMINAL MISCHIEF,N,2020-09-16,SERVICE/ GAS STATION,78748,30.18565808,-97.81693022
THEFT,N,2021-06-09,OTHER / UNKNOWN,78721,30.27877743,-97.67195099
FAMILY DISTURBANCE,N,2019-09-24,HOTEL / MOTEL / ETC.,78757,30.33532634,-97.72094881
BURGLARY OF VEHICLE,N,2021-11-06,RESIDENCE / HOME,78753,30.38536522,-97.68320884
BURGLARY OF VEHICLE,N,2020-11-29,RESIDENCE / HOME,78746,30.31966783,-97.81366362
FAMILY DISTURBANCE,N,2020-04-28,HOTEL / MOTEL / ETC.,78752,30.3230732,-97.70063208
THEFT,N,2021-03-16,RESTAURANT,78704,30.26242263,-97.76173041
FAMILY DISTURBANCE,N,2019-02-21,RESIDENCE / HOME,78748,30.17460664,-97.83640985
THEFT,N,2019-05-06,COMMERCIAL / OFFICE BUILDING,78741,30.23388834,-97.73991935
BURGLARY OF VEHICLE,N,2019-02-06,RESIDENCE / HOME,78754,30.36264429,-97.65487573
BURGLARY OF VEHICLE,N,2020-01-31,RESIDENCE / HOME,78744,30.18782842,-97.76131283
FAMILY DISTURBANCE,N,2020-11-27,RESIDENCE / HOME,78748,30.17520501,-97.79912146
THEFT,N,2019-05-10,OTHER / UNKNOWN,78731,30.35374291,-97.74741912
FAMILY DISTURBANCE,N,2021-07-14,PARKING /DROP LOT/ GARAGE,78753,30.33718089,-97.69426057
FAMILY DISTURBANCE,N,2020-09-11,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78745,30.19272563,-97.77829172
FAMILY DISTURBANCE,N,2020-09-01,RESIDENCE / HOME,78753,30.39295402,-97.67684845
THEFT,N,2021-05-31,RESIDENCE / HOME,78759,30.38393104,-97.76248702
THEFT,N,2021-05-14,OTHER / UNKNOWN,78702,30.26018152,-97.70858536
FAMILY DISTURBANCE,N,2019-03-11,RESIDENCE / HOME,78745,30.20764919,-97.78631993
BURGLARY OF VEHICLE,N,2020-02-29,PARKING /DROP LOT/ GARAGE,78741,30.24056887,-97.72515302
FAMILY DISTURBANCE,N,2019-08-29,RESIDENCE / HOME,78704,30.23879504,-97.74019619
BURGLARY OF VEHICLE,N,2019-10-23,RESIDENCE / HOME,78751,30.30837773,-97.72524125
BURGLARY OF VEHICLE,N,2019-07-25,RESIDENCE / HOME,78746,30.25836439,-97.79156238
FAMILY DISTURBANCE,N,2020-11-03,RESIDENCE / HOME,78745,30.20264034,-97.77030358
FAMILY DISTURBANCE,N,2021-08-03,RESIDENCE / HOME,78753,30.39495992,-97.6528231
BURGLARY OF VEHICLE,N,2020-03-31,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78727,30.43137825,-97.74706906
FAMILY DISTURBANCE,N,2019-12-16,RESIDENCE / HOME,78751,30.30933451,-97.73185631
BURGLARY OF VEHICLE,N,2019-07-16,OTHER / UNKNOWN,78757,30.34111104,-97.71801442
FAMILY DISTURBANCE,N,2020-01-27,RESIDENCE / HOME,78726,30.43741896,-97.83741836
FAMILY DISTURBANCE,N,2020-12-20,PARKING /DROP LOT/ GARAGE,78757,30.33090738,-97.72463856
BURGLARY OF VEHICLE,N,2020-01-18,RESIDENCE / HOME,78753,30.36328929,-97.67729443
THEFT,N,2019-10-17,CONVENIENCE STORE,78745,30.20933581,-97.80495184
FAMILY DISTURBANCE,N,2020-02-28,RESIDENCE / HOME,78723,30.30416717,-97.70156941
BURGLARY OF VEHICLE,N,2019-12-13,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78704,30.24957926,-97.77288449
BURGLARY OF VEHICLE,N,2020-01-31,PARKING /DROP LOT/ GARAGE,78758,30.40381391,-97.71909614
BURGLARY OF VEHICLE,N,2019-06-28,PARKING /DROP LOT/ GARAGE,78745,30.19818661,-97.76915525
FAMILY DISTURBANCE,N,2021-03-22,RESIDENCE / HOME,78729,30.46721421,-97.78691606
FAMILY DISTURBANCE,N,2020-03-11,RESIDENCE / HOME,78745,30.21001808,-97.79162484
THEFT,N,2021-06-17,RESIDENCE / HOME,78741,30.23895001,-97.72075262
THEFT,N,2021-05-01,RESIDENCE / HOME,78731,30.35303349,-97.77802533
FAMILY DISTURBANCE,N,2020-08-01,RESIDENCE / HOME,78704,30.2253837,-97.75214159
BURGLARY OF VEHICLE,N,2019-12-06,COMMERCIAL / OFFICE BUILDING,78753,30.41525799,-97.67013132
THEFT,N,2021-04-02,RESIDENCE / HOME,78741,30.22818914,-97.72810346
THEFT,N,2020-11-20,RESIDENCE / HOME,78721,30.26765688,-97.68625305
FAMILY DISTURBANCE,N,2019-06-19,RESIDENCE / HOME,78758,30.4120361,-97.69176384
BURGLARY OF VEHICLE,N,2021-04-09,PARKING /DROP LOT/ GARAGE,78741,30.22823527,-97.7329449
FAMILY DISTURBANCE,N,2020-07-16,RESIDENCE / HOME,78744,30.20524252,-97.75566255
FAMILY DISTURBANCE,N,2019-03-27,RESIDENCE / HOME,78723,30.31885079,-97.6880442
FAMILY DISTURBANCE,N,2021-06-19,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78745,30.21286433,-97.75487649
FAMILY DISTURBANCE,N,2021-11-06,RESIDENCE / HOME,78744,30.19585346,-97.73975301
THEFT,N,2020-11-01,RESIDENCE / HOME,78703,30.29977483,-97.75721059
BURGLARY OF VEHICLE,N,2019-06-03,PARKING /DROP LOT/ GARAGE,78748,30.15613523,-97.7923582
FAMILY DISTURBANCE,N,2021-05-03,RESIDENCE / HOME,78704,30.2253837,-97.75214159
FAMILY DISTURBANCE,N,2020-12-22,RESIDENCE / HOME,78723,30.32222374,-97.6805046
FAMILY DISTURBANCE,N,2020-06-30,RESIDENCE / HOME,78750,30.45759964,-97.80112939
FAMILY DISTURBANCE,N,2020-06-27,RESIDENCE / HOME,78752,30.33436811,-97.71509625
THEFT,N,2021-06-26,RESIDENCE / HOME,78744,30.15957491,-97.77587971
FAMILY DISTURBANCE,N,2021-09-01,RESIDENCE / HOME,78753,30.3442961,-97.70242482
FAMILY DISTURBANCE,N,2020-03-22,PARKING /DROP LOT/ GARAGE,78704,30.25255839,-97.76453069
CRIMINAL MISCHIEF,N,2020-03-23,RESIDENCE / HOME,78721,30.27185663,-97.69304878
FAMILY DISTURBANCE,N,2019-11-17,RESIDENCE / HOME,78724,30.29489888,-97.63062034
CRIMINAL MISCHIEF,N,2020-07-08,OTHER / UNKNOWN,78741,30.23938737,-97.69058834
CRIMINAL MISCHIEF,N,2020-06-27,PARKING /DROP LOT/ GARAGE,78748,30.17212467,-97.79717642
THEFT,N,2019-04-11,RESIDENCE / HOME,78745,30.20738874,-97.76803704
BURGLARY OF VEHICLE,N,2020-04-15,PARKING /DROP LOT/ GARAGE,78741,30.24347409,-97.72722227
THEFT,N,2019-04-10,GOVERNMENT / PUBLIC BUILDING,78704,30.24669508,-97.74337678
BURGLARY OF VEHICLE,N,2019-02-16,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78703,30.27673848,-97.75955867
FAMILY DISTURBANCE,N,2020-04-26,RESIDENCE / HOME,78729,30.45798345,-97.79062999
FAMILY DISTURBANCE,N,2019-08-03,RESIDENCE / HOME,78744,30.18669213,-97.75814558
FAMILY DISTURBANCE,N,2021-10-15,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78721,30.28391069,-97.67173657
CRIMINAL MISCHIEF,N,2020-01-29,RESIDENCE / HOME,78741,30.23893576,-97.72207706
THEFT,N,2019-05-07,COMMERCIAL / OFFICE BUILDING,78745,30.22278711,-97.76539848
BURGLARY OF VEHICLE,N,2019-08-09,OTHER / UNKNOWN,78759,30.40196548,-97.73642287
CRIMINAL MISCHIEF,N,2020-08-07,RESIDENCE / HOME,78703,30.27333155,-97.75398706
FAMILY DISTURBANCE,N,2019-04-15,RESIDENCE / HOME,78758,30.3562406,-97.70334539
THEFT,N,2020-07-06,OTHER / UNKNOWN,78758,30.3590368,-97.71580304
THEFT,N,2019-11-11,CONVENIENCE STORE,78745,30.22250974,-97.76487063
BURGLARY OF VEHICLE,N,2019-05-13,PARKING /DROP LOT/ GARAGE,78704,30.23499431,-97.78460418
BURGLARY OF VEHICLE,N,2019-08-27,RESIDENCE / HOME,78759,30.41098638,-97.74471265
BURGLARY OF VEHICLE,N,2021-02-27,RESIDENCE / HOME,78705,30.29246578,-97.72275227
CRIMINAL MISCHIEF,N,2019-08-29,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.28272289,-97.75134035
BURGLARY OF VEHICLE,N,2019-12-11,RESIDENCE / HOME,78726,30.41933174,-97.85922798
FAMILY DISTURBANCE,N,2020-07-01,SERVICE/ GAS STATION,78741,30.21653745,-97.73440305
CRIMINAL MISCHIEF,N,2021-09-10,RESIDENCE / HOME,78721,30.27703864,-97.68639823
FAMILY DISTURBANCE,N,2019-12-07,GROCERY / SUPERMARKET,78721,30.27303632,-97.6973133
BURGLARY OF VEHICLE,N,2020-04-21,RESIDENCE / HOME,78753,30.39357461,-97.64997127
FAMILY DISTURBANCE,N,2021-06-29,PARKING /DROP LOT/ GARAGE,78723,30.30642702,-97.66943555
FAMILY DISTURBANCE,N,2020-05-31,RESIDENCE / HOME,78758,30.35685952,-97.70764488
CRIMINAL MISCHIEF,N,2020-11-07,PARKING /DROP LOT/ GARAGE,78748,30.16291061,-97.79312325
CRIMINAL MISCHIEF,N,2020-06-24,RESIDENCE / HOME,78758,30.3819762,-97.70255783
BURGLARY OF VEHICLE,N,2019-01-25,PARKING /DROP LOT/ GARAGE,78701,30.25667987,-97.73853731
BURGLARY OF VEHICLE,N,2019-12-12,RESIDENCE / HOME,78758,30.39226803,-97.70671552
FAMILY DISTURBANCE,N,2019-11-04,RESIDENCE / HOME,78617,30.17599421,-97.61842197
FAMILY DISTURBANCE,N,2021-08-04,RESIDENCE / HOME,78702,30.27236456,-97.70477807
FAMILY DISTURBANCE,N,2019-01-08,RESIDENCE / HOME,78703,30.28873285,-97.77274908
THEFT,N,2020-06-09,RESIDENCE / HOME,78753,30.35398542,-97.69879571
BURGLARY OF VEHICLE,N,2019-07-31,PARKING /DROP LOT/ GARAGE,78759,30.38484371,-97.73747088
CRIMINAL MISCHIEF,N,2020-10-20,GROCERY / SUPERMARKET,78741,30.23581695,-97.72262067
FAMILY DISTURBANCE,N,2020-03-31,RESIDENCE / HOME,78749,30.20104769,-97.8458775
THEFT,N,2020-05-08,CONVENIENCE STORE,78723,30.31102988,-97.70709452
BURGLARY OF VEHICLE,N,2020-05-27,RESIDENCE / HOME,78704,30.25952831,-97.74869734
BURGLARY OF VEHICLE,N,2019-01-06,RESIDENCE / HOME,78758,30.37349779,-97.70032763
CRIMINAL MISCHIEF,N,2020-02-20,RESIDENCE / HOME,78745,30.22527854,-97.78839187
THEFT,N,2019-07-01,RESIDENCE / HOME,78701,30.26573132,-97.74656685
CRIMINAL MISCHIEF,N,2019-07-20,GROCERY / SUPERMARKET,78702,30.26215163,-97.72154737
FAMILY DISTURBANCE,N,2021-03-28,RESIDENCE / HOME,78741,30.22249994,-97.70447557
BURGLARY OF VEHICLE,N,2019-12-31,RESIDENCE / HOME,78721,30.27137459,-97.68129353
THEFT,N,2020-04-11,COMMERCIAL / OFFICE BUILDING,78745,30.22077512,-97.76683277
FAMILY DISTURBANCE,N,2019-01-16,RESIDENCE / HOME,78758,30.37272813,-97.72945156
BURGLARY OF VEHICLE,N,2020-08-15,COMMERCIAL / OFFICE BUILDING,78757,30.37010119,-97.72145321
BURGLARY OF VEHICLE,N,2020-12-02,PARKING /DROP LOT/ GARAGE,78731,30.36111463,-97.74936863
BURGLARY OF VEHICLE,N,2019-06-23,RESIDENCE / HOME,78753,30.40057166,-97.65286696
FAMILY DISTURBANCE,N,2019-11-16,RESIDENCE / HOME,78748,30.16927229,-97.80063176
FAMILY DISTURBANCE,N,2020-02-27,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78745,30.19752819,-97.82702188
BURGLARY OF VEHICLE,N,2020-11-09,SPECIALTY  STORE,78754,30.33998321,-97.6713596
FAMILY DISTURBANCE,N,2020-05-02,RESIDENCE / HOME,78745,30.1808457,-97.77725728
CRIMINAL MISCHIEF,N,2021-01-25,OTHER / UNKNOWN,78744,30.18048393,-97.77621903
FAMILY DISTURBANCE,N,2019-11-12,AUTO DEALERSHIP NEW / USED,78745,30.22329216,-97.77125358
CRIMINAL MISCHIEF,N,2020-10-07,RESIDENCE / HOME,78758,30.38041075,-97.71140032
FAMILY DISTURBANCE,N,2020-04-02,RESIDENCE / HOME,78729,30.44047209,-97.76658429
FAMILY DISTURBANCE,N,2020-10-11,RESIDENCE / HOME,78759,30.39233714,-97.73781482
FAMILY DISTURBANCE,N,2019-11-17,RESIDENCE / HOME,78753,30.34970608,-97.71021168
BURGLARY OF VEHICLE,N,2019-08-11,HOTEL / MOTEL / ETC.,78752,30.32846812,-97.70472387
CRIMINAL MISCHIEF,N,2019-06-28,PARKING /DROP LOT/ GARAGE,78759,30.41130218,-97.72242488
BURGLARY OF VEHICLE,N,2020-05-24,RESIDENCE / HOME,78745,30.21191191,-97.77127991
BURGLARY OF VEHICLE,N,2019-12-06,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78704,30.25268229,-97.74812978
CRIMINAL MISCHIEF,N,2021-10-31,RESIDENCE / HOME,78758,30.36871033,-97.70372535
FAMILY DISTURBANCE,N,2020-06-11,RESIDENCE / HOME,78753,30.41482764,-97.66781711
FAMILY DISTURBANCE,N,2020-10-23,RESIDENCE / HOME,78745,30.20870506,-97.78506347
BURGLARY OF VEHICLE,N,2019-07-15,PARKING /DROP LOT/ GARAGE,78759,30.39314779,-97.74799619
FAMILY DISTURBANCE,N,2021-12-24,RESIDENCE / HOME,78723,30.31568396,-97.66714476
BURGLARY OF VEHICLE,N,2019-12-24,PARKING /DROP LOT/ GARAGE,78758,30.40181568,-97.7047547
CRIMINAL MISCHIEF,N,2020-10-31,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78705,30.29207895,-97.74041266
CRIMINAL MISCHIEF,N,2021-04-09,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,78758,30.41248349,-97.70685965
THEFT,N,2021-12-18,RESIDENCE / HOME,78745,30.21223442,-97.76952969
FAMILY DISTURBANCE,N,2020-03-08,RESTAURANT,78745,30.20033189,-97.76888301
FAMILY DISTURBANCE,N,2019-12-14,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26735144,-97.73909331
BURGLARY OF VEHICLE,N,2019-05-29,OTHER / UNKNOWN,78704,30.24253759,-97.78497844
